School Year,Topic,Grade,District,District Name,Proficient,Total,% Proficient,Proficient Category,District Office Location,Iowa ZIP Code Tabulation Areas,Iowa Watersheds (HUC 10),Iowa Watershed Sub-Basins (HUC 08),US Counties
2017,Reading,3,4419,MFL MarMac Comm School District,53,67,79.1,70.1 - 80%,,,,,
2017,Math,8,5805,Saydel Comm School District,61,87,70.1,70.1 - 80%,,,,,
2017,Reading,5,2520,Glidden-Ralston Comm School District,17,19,89.5,80.1 - 90%,,,,,
2017,Math,5,3141,Iowa City Comm School District,677,940,72.0,70.1 - 80%,,,,,
2017,Reading,11,2709,Grinnell-Newburg Comm School District,107,122,87.7,80.1 - 90%,,,,,
2017,Math,8,0126,Algona Comm School District,75,95,78.9,70.1 - 80%,,,,,
2017,Reading,4,4890,Okoboji Comm School District,60,69,87.0,80.1 - 90%,,,,,
2017,Math,3,6460,Tri-Center Comm School District,39,47,83.0,80.1 - 90%,,,,,
2017,Math,4,3348,Kingsley-Pierson Comm School District,27,28,96.4,90.1 - 100%,,,,,
2017,Reading,8,0720,Bondurant-Farrar Comm School District,109,130,83.8,80.1 - 90%,,,,,
2017,Math,4,0609,Benton Comm School District,84,94,89.4,80.1 - 90%,,,,,
2017,Reading,8,2727,Grundy Center Comm School District,31,42,73.8,70.1 - 80%,,,,,
2017,Math,7,1926,Durant Comm School District,47,59,79.7,70.1 - 80%,,,,,
2017,Reading,11,1963,East Buchanan Comm School District,39,47,83.0,80.1 - 90%,,,,,
2017,Math,8,6101,Southeast Polk Comm School District,398,510,78.0,70.1 - 80%,,,,,
2017,Math,11,5510,Riverside Comm School District,27,35,77.1,70.1 - 80%,,,,,
2017,Reading,7,0108,Alden Comm School District,0,0,0.0,Not Reportable,,,,,
2017,Reading,8,1675,Delwood Comm School District,0,0,0.0,Not Reportable,,,,,
2017,Reading,6,2682,GMG Comm School District,31,37,83.8,80.1 - 90%,,,,,
2017,Reading,5,0355,Ar-We-Va Comm School District,9,10,90.0,80.1 - 90%,,,,,
2017,Reading,6,5049,Ottumwa Comm School District,194,307,63.2,60.1 - 70%,,,,,
2017,Math,6,7098,Woodbury Central Comm School District,32,38,84.2,80.1 - 90%,,,,,
2017,Math,11,2826,Harlan Comm School District,126,133,94.7,90.1 - 100%,,,,,
2017,Math,3,0243,Andrew Comm School District,18,20,90.0,80.1 - 90%,,,,,
2017,Reading,8,0549,Bedford Comm School District,21,27,77.8,70.1 - 80%,,,,,
2017,Reading,7,6460,Tri-Center Comm School District,38,43,88.4,80.1 - 90%,,,,,
2017,Math,4,5250,Pleasant Valley Comm School District,317,340,93.2,90.1 - 100%,,,,,
2017,Math,5,0846,Brooklyn-Guernsey-Malcom Comm School District,32,33,97.0,90.1 - 100%,,,,,
2017,Math,3,1337,College Comm School District,277,359,77.2,70.1 - 80%,,,,,
2017,Math,8,2151,Exira-Elk Horn- Kimballton Comm Sch Dist,11,21,52.4,50.1 - 60%,,,,,
2017,Math,5,1095,Central Lyon Comm School District,47,62,75.8,70.1 - 80%,,,,,
2017,Math,8,4023,Manson Northwest Webster Comm School District,43,48,89.6,80.1 - 90%,,,,,
2017,Math,4,6003,Sidney Comm School District,11,19,57.9,50.1 - 60%,,,,,
2017,Reading,5,1206,Clarion-Goldfield-Dows Comm School District,48,65,73.8,70.1 - 80%,,,,,
2017,Reading,4,1278,Clinton Comm School District,195,241,80.9,80.1 - 90%,,,,,
2017,Reading,5,1619,Davis County Comm School District,63,99,63.6,60.1 - 70%,,,,,
2017,Math,5,0108,Alden Comm School District,25,32,78.1,70.1 - 80%,,,,,
2017,Reading,11,1368,Columbus Comm School District,27,47,57.4,50.1 - 60%,,,,,
2017,Reading,4,1638,Decorah Community School District,87,107,81.3,80.1 - 90%,,,,,
2017,Math,8,6516,Twin Rivers Comm School District,0,0,0.0,Not Reportable,,,,,
2017,Math,11,1337,College Comm School District,299,359,83.3,80.1 - 90%,,,,,
2017,Reading,3,0472,Ballard Comm School District,92,109,84.4,80.1 - 90%,,,,,
2017,Reading,11,0918,Calamus-Wheatland Comm School District,27,29,93.1,90.1 - 100%,,,,,
2017,Math,7,1968,East Marshall Comm School District,62,66,93.9,90.1 - 100%,,,,,
2017,Reading,11,4788,Northwood-Kensett Comm School District,35,39,89.7,80.1 - 90%,,,,,
2017,Math,6,6579,Urbandale Comm School District,242,268,90.3,90.1 - 100%,,,,,
2017,Math,4,6165,Stanton Comm School District,19,21,90.5,90.1 - 100%,,,,,
2017,Math,7,4536,Mount Pleasant Comm School District,94,118,79.7,70.1 - 80%,,,,,
2017,Math,8,0225,Ames Comm School District,244,273,89.4,80.1 - 90%,,,,,
2017,Reading,6,6987,West Monona Comm School District,38,49,77.6,70.1 - 80%,,,,,
2017,Math,4,1719,Denver Comm School District,59,60,98.3,90.1 - 100%,,,,,
2017,Reading,4,3141,Iowa City Comm School District,728,959,75.9,70.1 - 80%,,,,,
2017,Reading,8,0999,Carroll Comm School District,90,112,80.4,80.1 - 90%,,,,,
2017,Reading,5,2511,Glenwood Comm School District,120,133,90.2,90.1 - 100%,,,,,
2017,Math,6,5607,Rock Valley Comm School District,48,63,76.2,70.1 - 80%,,,,,
2017,Reading,4,0333,North Union Comm School District,25,31,80.6,80.1 - 90%,,,,,
2017,Reading,3,6660,Vinton-Shellsburg Comm School District,88,96,91.7,90.1 - 100%,,,,,
2017,Math,11,1968,East Marshall Comm School District,61,69,88.4,80.1 - 90%,,,,,
2017,Math,8,0355,Ar-We-Va Comm School District,13,16,81.3,80.1 - 90%,,,,,
2017,Reading,4,1611,Davenport Comm School District,637,1082,58.9,50.1 - 60%,,,,,
2017,Math,3,7110,Woodward-Granger Comm School District,66,67,98.5,90.1 - 100%,,,,,
2017,Math,5,0414,Audubon Comm School District,32,35,91.4,90.1 - 100%,,,,,
2017,Math,4,0135,Allamakee Comm School District,71,77,92.2,90.1 - 100%,,,,,
2017,Reading,8,1476,Council Bluffs Comm School District,411,602,68.3,60.1 - 70%,,,,,
2017,Reading,3,6219,Storm Lake Comm School District,127,170,74.7,70.1 - 80%,,,,,
2017,Reading,7,4905,Olin Consolidated School District,0,0,0.0,Not Reportable,,,,,
2017,Reading,5,4978,Orient-Macksburg Comm School District,9,12,75.0,70.1 - 80%,,,,,
2017,Reading,7,3114,Indianola Comm School District,203,238,85.3,80.1 - 90%,,,,,
2017,Reading,5,5724,Ruthven-Ayrshire Comm School District,13,14,92.9,90.1 - 100%,,,,,
2017,Math,4,0977,Cardinal Comm School District,36,47,76.6,70.1 - 80%,,,,,
2017,Reading,11,6095,South Hamilton Comm School District,58,62,93.5,90.1 - 100%,,,,,
2017,Math,6,0387,Atlantic Comm School District,85,106,80.2,80.1 - 90%,,,,,
2017,Reading,11,6592,Van Buren Comm School District,35,45,77.8,70.1 - 80%,,,,,
2017,Reading,8,5510,Riverside Comm School District,29,41,70.7,70.1 - 80%,,,,,
2017,Math,6,0279,Aplington-Parkersburg Comm School District,49,62,79.0,70.1 - 80%,,,,,
2017,Reading,4,4905,Olin Consolidated School District,11,14,78.6,70.1 - 80%,,,,,
2017,Math,4,1989,Edgewood-Colesburg Comm School District,28,37,75.7,70.1 - 80%,,,,,
2017,Reading,11,3033,Hubbard-Radcliffe Comm School District,0,0,0.0,Not Reportable,,,,,
2017,Reading,5,6408,Tipton Comm School District,55,65,84.6,80.1 - 90%,,,,,
2017,Reading,3,3150,Iowa Falls Comm School District,48,65,73.8,70.1 - 80%,,,,,
2017,Reading,5,0171,Alta Comm School District,0,0,0.0,Not Reportable,,,,,
2017,Reading,3,5160,PCM Comm School District,68,84,81.0,80.1 - 90%,,,,,
2017,Math,3,6012,Sigourney Comm School District,24,28,85.7,80.1 - 90%,,,,,
2017,Reading,7,6138,Springville Comm School District,21,30,70.0,60.1 - 70%,,,,,
2017,Math,7,5139,Paton-Churdan Comm School District,16,17,94.1,90.1 - 100%,,,,,
2017,Reading,8,2403,Garner-Hayfield-Ventura Comm School District,50,70,71.4,70.1 - 80%,,,,,
2017,Reading,11,1116,Charles City Comm School District,87,106,82.1,80.1 - 90%,,,,,
2017,Reading,8,7056,Winterset Comm School District,77,97,79.4,70.1 - 80%,,,,,
2017,Math,7,1197,Clarinda Comm School District,58,68,85.3,80.1 - 90%,,,,,
2017,Reading,8,4536,Mount Pleasant Comm School District,91,141,64.5,60.1 - 70%,,,,,
2017,Math,8,1368,Columbus Comm School District,23,51,45.1,40.1 - 50%,,,,,
2017,Reading,7,1975,River Valley Comm School District,19,28,67.9,60.1 - 70%,,,,,
2017,Reading,7,0873,North Iowa Comm School District,17,32,53.1,50.1 - 60%,,,,,
2017,Math,3,0009,AGWSR Comm School District,35,39,89.7,80.1 - 90%,,,,,
2017,Math,3,2322,Fort Madison Comm School District,83,115,72.2,70.1 - 80%,,,,,
2017,Reading,4,5283,Pocahontas Area Comm School District,29,37,78.4,70.1 - 80%,,,,,
2017,Math,8,6867,Webster City Comm School District,95,117,81.2,80.1 - 90%,,,,,
2017,Math,7,6961,Western Dubuque Comm School District,184,197,93.4,90.1 - 100%,,,,,
2017,Math,7,2097,English Valleys Comm School District,34,42,81.0,80.1 - 90%,,,,,
2017,Reading,4,6840,Waverly-Shell Rock Comm School District,141,167,84.4,80.1 - 90%,,,,,
2017,Math,7,1989,Edgewood-Colesburg Comm School District,37,46,80.4,80.1 - 90%,,,,,
2017,Math,11,5832,Schleswig Comm School District,0,0,0.0,Not Reportable,,,,,
2017,Reading,4,4599,Nashua-Plainfield Comm School District,41,48,85.4,80.1 - 90%,,,,,
2017,Math,5,0882,Burlington Comm School District,174,266,65.4,60.1 - 70%,,,,,
2017,Math,7,7092,Woodbine Comm School District,30,34,88.2,80.1 - 90%,,,,,
2017,Reading,4,5160,PCM Comm School District,61,73,83.6,80.1 - 90%,,,,,
2017,Reading,6,1359,Colo-NESCO Comm School District,19,26,73.1,70.1 - 80%,,,,,
2017,Math,8,1089,Central City Comm School District,16,29,55.2,50.1 - 60%,,,,,
2017,Reading,5,0387,Atlantic Comm School District,78,96,81.3,80.1 - 90%,,,,,
2017,Math,11,2376,Galva-Holstein Comm School District,42,54,77.8,70.1 - 80%,,,,,
2017,Reading,11,6471,Tripoli Comm School District,32,35,91.4,90.1 - 100%,,,,,
2017,Reading,11,3744,Lisbon Comm School District,38,45,84.4,80.1 - 90%,,,,,
2017,Reading,11,1332,Colfax-Mingo Comm School District,38,43,88.4,80.1 - 90%,,,,,
2017,Math,11,2834,Harmony Comm School District,0,0,0.0,Not Reportable,,,,,
2017,Math,11,2457,George-Little Rock Comm School District,25,31,80.6,80.1 - 90%,,,,,
2017,Math,4,3465,Lamoni Comm School District,11,19,57.9,50.1 - 60%,,,,,
2017,Reading,6,2766,H-L-V Comm School District,18,19,94.7,90.1 - 100%,,,,,
2017,Math,5,0081,Albia Comm School District,70,88,79.5,70.1 - 80%,,,,,
2017,Math,11,6990,West Sioux Comm School District,36,45,80.0,70.1 - 80%,,,,,
2017,Reading,6,4784,North Scott Comm School District,183,234,78.2,70.1 - 80%,,,,,
2017,Math,8,4509,Morning Sun Comm School District,8,15,53.3,50.1 - 60%,,,,,
2017,Reading,5,7029,Williamsburg Comm School District,68,79,86.1,80.1 - 90%,,,,,
2017,Math,11,2403,Garner-Hayfield-Ventura Comm School District,74,81,91.4,90.1 - 100%,,,,,
2017,Math,11,4725,Newton Comm School District,155,197,78.7,70.1 - 80%,,,,,
2017,Math,5,4068,Marcus-Meriden-Cleghorn Comm School District,0,0,0.0,Not Reportable,,,,,
2017,Reading,3,4505,Mormon Trail Comm School District,5,12,41.7,40.1 - 50%,,,,,
2017,Math,5,1602,Danville Comm School District,51,60,85.0,80.1 - 90%,,,,,
2017,Math,3,6453,Treynor Comm School District,51,54,94.4,90.1 - 100%,,,,,
2017,Reading,7,2466,Gilbert Comm School District,108,112,96.4,90.1 - 100%,,,,,
2017,Reading,5,6246,Stratford Comm School District,11,13,84.6,80.1 - 90%,,,,,
2017,Reading,4,3537,Laurens-Marathon Comm School District,6,17,35.3,30.1 - 40%,,,,,
2017,Reading,8,3600,Le Mars Comm School District,134,162,82.7,80.1 - 90%,,,,,
2017,Math,11,6095,South Hamilton Comm School District,57,62,91.9,90.1 - 100%,,,,,
2017,Math,3,5949,Sheldon Comm School District,57,64,89.1,80.1 - 90%,,,,,
2017,Math,8,2295,Forest City Comm School District,68,83,81.9,80.1 - 90%,,,,,
2017,Math,7,5013,Oskaloosa Comm School District,118,146,80.8,80.1 - 90%,,,,,
2017,Math,11,6759,Wapello Comm School District,39,50,78.0,70.1 - 80%,,,,,
2017,Reading,11,4776,North Mahaska Comm School District,29,39,74.4,70.1 - 80%,,,,,
2017,Math,7,1221,Clear Creek Amana Comm School District,124,147,84.4,80.1 - 90%,,,,,
2017,Math,3,1926,Durant Comm School District,28,39,71.8,70.1 - 80%,,,,,
2017,Math,5,2556,Graettinger-Terril Comm School District,14,23,60.9,60.1 - 70%,,,,,
2017,Math,4,6095,South Hamilton Comm School District,33,40,82.5,80.1 - 90%,,,,,
2017,Reading,11,6961,Western Dubuque Comm School District,242,307,78.8,70.1 - 80%,,,,,
2017,Reading,11,2826,Harlan Comm School District,117,133,88.0,80.1 - 90%,,,,,
2017,Reading,11,2682,GMG Comm School District,25,30,83.3,80.1 - 90%,,,,,
2017,Math,4,6921,West Bend-Mallard Comm School District,21,23,91.3,90.1 - 100%,,,,,
2017,Math,5,2457,George-Little Rock Comm School District,25,38,65.8,60.1 - 70%,,,,,
2017,Reading,8,0585,Bellevue Comm School District,26,43,60.5,60.1 - 70%,,,,,
2017,Reading,3,0999,Carroll Comm School District,97,138,70.3,70.1 - 80%,,,,,
2017,Reading,7,4797,Norwalk Comm School District,179,207,86.5,80.1 - 90%,,,,,
2017,Math,3,4269,Midland Comm School District,21,30,70.0,60.1 - 70%,,,,,
2017,Math,11,2502,Gladbrook-Reinbeck Comm School District,32,41,78.0,70.1 - 80%,,,,,
2017,Reading,3,1413,Coon Rapids-Bayard Comm School District,31,35,88.6,80.1 - 90%,,,,,
2017,Math,3,3841,Louisa-Muscatine Comm School District,49,55,89.1,80.1 - 90%,,,,,
2017,Math,3,6165,Stanton Comm School District,13,16,81.3,80.1 - 90%,,,,,
2017,Reading,6,6943,West Central Comm School District,16,19,84.2,80.1 - 90%,,,,,
2017,Reading,5,6102,Spencer Comm School District,108,141,76.6,70.1 - 80%,,,,,
2017,Math,4,1206,Clarion-Goldfield-Dows Comm School District,50,66,75.8,70.1 - 80%,,,,,
2017,Math,7,0234,Anamosa Comm School District,84,93,90.3,90.1 - 100%,,,,,
2017,Math,4,0936,Camanche Comm School District,70,81,86.4,80.1 - 90%,,,,,
2017,Math,5,1968,East Marshall Comm School District,45,54,83.3,80.1 - 90%,,,,,
2017,Reading,4,2502,Gladbrook-Reinbeck Comm School District,19,27,70.4,70.1 - 80%,,,,,
2017,Math,3,1638,Decorah Community School District,94,107,87.9,80.1 - 90%,,,,,
2017,Reading,4,4860,Odebolt-Arthur Comm School District,20,24,83.3,80.1 - 90%,,,,,
2017,Reading,6,0576,Belle Plaine Comm School District,29,38,76.3,70.1 - 80%,,,,,
2017,Math,7,6592,Van Buren Comm School District,25,34,73.5,70.1 - 80%,,,,,
2017,Reading,11,0171,Alta Comm School District,45,53,84.9,80.1 - 90%,,,,,
2017,Math,7,4131,Mason City Comm School District,219,269,81.4,80.1 - 90%,,,,,
2017,Math,3,0261,Ankeny Comm School District,802,868,92.4,90.1 - 100%,,,,,
2017,Reading,4,1116,Charles City Comm School District,66,103,64.1,60.1 - 70%,,,,,
2017,Reading,5,0504,Battle Creek-Ida Grove Comm School District,47,56,83.9,80.1 - 90%,,,,,
2017,Math,4,0657,Eddyville-Blakesburg- Fremont CSD,47,60,78.3,70.1 - 80%,,,,,
2017,Math,4,0171,Alta Comm School District,30,45,66.7,60.1 - 70%,,,,,
2017,Math,7,1082,Central DeWitt School District,85,97,87.6,80.1 - 90%,,,,,
2017,Reading,8,6120,Spirit Lake Comm School District,61,75,81.3,80.1 - 90%,,,,,
2017,Math,4,6768,Washington Comm School District,72,106,67.9,60.1 - 70%,,,,,
2017,Math,7,6096,Southeast Webster Grand Comm School District,70,89,78.7,70.1 - 80%,,,,,
2017,Math,6,1863,Dubuque Comm School District,500,719,69.5,60.1 - 70%,,,,,
2017,Math,8,2673,Nodaway Valley Comm School District,36,55,65.5,60.1 - 70%,,,,,
2017,Math,8,2322,Fort Madison Comm School District,89,129,69.0,60.1 - 70%,,,,,
2017,Reading,5,3715,Linn-Mar Comm School District,446,540,82.6,80.1 - 90%,,,,,
2017,Math,11,2113,Essex Comm School District,16,16,100.0,90.1 - 100%,,,,,
2017,Math,8,4269,Midland Comm School District,23,30,76.7,70.1 - 80%,,,,,
2017,Reading,3,1944,Eagle Grove Comm School District,44,63,69.8,60.1 - 70%,,,,,
2017,Reading,5,4086,Marion Independent School District,102,142,71.8,70.1 - 80%,,,,,
2017,Math,11,1953,Earlham Comm School District,44,53,83.0,80.1 - 90%,,,,,
2017,Reading,11,4644,Newell-Fonda Comm School District,34,51,66.7,60.1 - 70%,,,,,
2017,Reading,8,5994,Sibley-Ocheyedan Comm School District,46,66,69.7,60.1 - 70%,,,,,
2017,Math,4,6512,Twin Cedars Comm School District,19,25,76.0,70.1 - 80%,,,,,
2017,Math,5,6099,South O'Brien Comm School District,32,41,78.0,70.1 - 80%,,,,,
2017,Reading,3,1095,Central Lyon Comm School District,42,48,87.5,80.1 - 90%,,,,,
2017,Reading,6,6039,Sioux City Comm School District,641,927,69.1,60.1 - 70%,,,,,
2017,Math,11,0234,Anamosa Comm School District,76,92,82.6,80.1 - 90%,,,,,
2017,Reading,7,1602,Danville Comm School District,34,39,87.2,80.1 - 90%,,,,,
2017,Math,11,6957,West Des Moines Comm School District,531,639,83.1,80.1 - 90%,,,,,
2017,Reading,11,4149,MOC-Floyd Valley Comm School District,82,91,90.1,90.1 - 100%,,,,,
2017,Reading,4,6453,Treynor Comm School District,54,58,93.1,90.1 - 100%,,,,,
2017,Reading,7,0504,Battle Creek-Ida Grove Comm School District,0,0,0.0,Not Reportable,,,,,
2017,Reading,4,6985,West Marshall Comm School District,66,81,81.5,80.1 - 90%,,,,,
2017,Reading,7,4068,Marcus-Meriden-Cleghorn Comm School District,0,0,0.0,Not Reportable,,,,,
2017,Math,5,6096,Southeast Webster Grand Comm School District,54,70,77.1,70.1 - 80%,,,,,
2017,Reading,8,0126,Algona Comm School District,72,95,75.8,70.1 - 80%,,,,,
2017,Reading,8,3105,Independence Comm School District,58,90,64.4,60.1 - 70%,,,,,
2017,Reading,11,6651,Villisca Comm School District,,,,Not Reportable,,,,,
2017,Math,7,2511,Glenwood Comm School District,122,132,92.4,90.1 - 100%,,,,,
2017,Reading,3,5976,Shenandoah Comm School District,62,68,91.2,90.1 - 100%,,,,,
2017,Reading,11,4104,Marshalltown Comm School District,210,328,64.0,60.1 - 70%,,,,,
2017,Math,11,3312,Keokuk Comm School District,91,125,72.8,70.1 - 80%,,,,,
2017,Reading,6,4212,Melcher-Dallas Comm School District,20,27,74.1,70.1 - 80%,,,,,
2017,Math,5,4491,Moravia Comm School District,24,27,88.9,80.1 - 90%,,,,,
2017,Math,11,3114,Indianola Comm School District,206,240,85.8,80.1 - 90%,,,,,
2017,Reading,7,2727,Grundy Center Comm School District,43,52,82.7,80.1 - 90%,,,,,
2017,Reading,7,5121,Panorama Comm School District,42,65,64.6,60.1 - 70%,,,,,
2017,Math,8,1152,Cherokee Comm School District,56,66,84.8,80.1 - 90%,,,,,
2017,Math,4,1908,Dunkerton Comm School District,28,34,82.4,80.1 - 90%,,,,,
2017,Reading,3,1611,Davenport Comm School District,677,1083,62.5,60.1 - 70%,,,,,
2017,Reading,11,3204,Jesup Comm School District,43,49,87.8,80.1 - 90%,,,,,
2017,Reading,5,3312,Keokuk Comm School District,82,116,70.7,70.1 - 80%,,,,,
2017,Reading,4,5877,Sergeant Bluff-Luton Comm School District,115,135,85.2,80.1 - 90%,,,,,
2017,Reading,5,0423,Aurelia Comm School District,34,44,77.3,70.1 - 80%,,,,,
2017,Math,11,2369,Fremont-Mills Comm School District,20,30,66.7,60.1 - 70%,,,,,
2017,Math,11,2682,GMG Comm School District,28,30,93.3,90.1 - 100%,,,,,
2017,Reading,7,0153,North Butler Comm School District,42,47,89.4,80.1 - 90%,,,,,
2017,Reading,3,3348,Kingsley-Pierson Comm School District,23,29,79.3,70.1 - 80%,,,,,
2017,Reading,5,6094,Southeast Warren Comm School District,20,23,87.0,80.1 - 90%,,,,,
2017,Math,7,6762,Wapsie Valley Comm School District,46,54,85.2,80.1 - 90%,,,,,
2017,Reading,4,2466,Gilbert Comm School District,85,89,95.5,90.1 - 100%,,,,,
2017,Reading,11,4086,Marion Independent School District,143,162,88.3,80.1 - 90%,,,,,
2017,Reading,11,0603,Bennett Comm School District,0,0,0.0,Not Reportable,,,,,
2017,Math,3,0387,Atlantic Comm School District,96,111,86.5,80.1 - 90%,,,,,
2017,Reading,3,1359,Colo-NESCO Comm School District,21,28,75.0,70.1 - 80%,,,,,
2017,Math,8,4041,Maquoketa Comm School District,73,99,73.7,70.1 - 80%,,,,,
2017,Reading,7,5250,Pleasant Valley Comm School District,304,337,90.2,90.1 - 100%,,,,,
2017,Reading,4,0981,Carlisle Comm School District,119,151,78.8,70.1 - 80%,,,,,
2017,Math,6,4041,Maquoketa Comm School District,56,78,71.8,70.1 - 80%,,,,,
2017,Reading,3,1211,Clarke Comm School District,69,102,67.6,60.1 - 70%,,,,,
2017,Reading,7,6273,Sumner-Fredericksburg Comm School District,48,57,84.2,80.1 - 90%,,,,,
2017,Reading,7,5160,PCM Comm School District,52,64,81.3,80.1 - 90%,,,,,
2017,Math,5,0027,Adel DeSoto Minburn Comm School District,105,134,78.4,70.1 - 80%,,,,,
2017,Reading,4,6175,Starmont Comm School District,32,38,84.2,80.1 - 90%,,,,,
2017,Reading,3,6943,West Central Comm School District,11,16,68.8,60.1 - 70%,,,,,
2017,Reading,4,2846,Harris-Lake Park Comm School District,28,31,90.3,90.1 - 100%,,,,,
2017,Reading,7,6592,Van Buren Comm School District,22,34,64.7,60.1 - 70%,,,,,
2017,Reading,7,6100,South Winneshiek Comm School District,24,34,70.6,70.1 - 80%,,,,,
2017,Math,3,6975,West Liberty Comm School District,60,82,73.2,70.1 - 80%,,,,,
2017,Math,6,4776,North Mahaska Comm School District,33,38,86.8,80.1 - 90%,,,,,
2017,Math,11,5823,Schaller-Crestland Comm School District,0,0,0.0,Not Reportable,,,,,
2017,Math,8,0072,Albert City-Truesdale Comm School District,0,0,0.0,Not Reportable,,,,,
2017,Math,6,4689,New London Comm School District,36,47,76.6,70.1 - 80%,,,,,
2017,Reading,11,5832,Schleswig Comm School District,0,0,0.0,Not Reportable,,,,,
2017,Reading,3,0027,Adel DeSoto Minburn Comm School District,105,128,82.0,80.1 - 90%,,,,,
2017,Reading,6,6091,South Central Calhoun Comm School District,50,69,72.5,70.1 - 80%,,,,,
2017,Math,4,0234,Anamosa Comm School District,63,76,82.9,80.1 - 90%,,,,,
2017,Math,11,4505,Mormon Trail Comm School District,9,10,90.0,80.1 - 90%,,,,,
2017,Math,8,4203,Mediapolis Comm School District,45,54,83.3,80.1 - 90%,,,,,
2017,Reading,11,5163,Pekin Comm School District,40,54,74.1,70.1 - 80%,,,,,
2017,Reading,11,1337,College Comm School District,280,358,78.2,70.1 - 80%,,,,,
2017,Math,3,6030,Sioux Center Comm School District,85,93,91.4,90.1 - 100%,,,,,
2017,Math,8,2520,Glidden-Ralston Comm School District,12,18,66.7,60.1 - 70%,,,,,
2017,Reading,11,5049,Ottumwa Comm School District,202,267,75.7,70.1 - 80%,,,,,
2017,Reading,8,2754,Guthrie Center Comm School District,0,0,0.0,Not Reportable,,,,,
2017,Reading,11,4212,Melcher-Dallas Comm School District,17,21,81.0,80.1 - 90%,,,,,
2017,Reading,3,3555,Lawton-Bronson Comm School District,33,36,91.7,90.1 - 100%,,,,,
2017,Math,11,6012,Sigourney Comm School District,32,39,82.1,80.1 - 90%,,,,,
2017,Reading,6,0027,Adel DeSoto Minburn Comm School District,98,116,84.5,80.1 - 90%,,,,,
2017,Math,3,2763,Clayton Ridge Comm School District,35,40,87.5,80.1 - 90%,,,,,
2017,Math,3,4599,Nashua-Plainfield Comm School District,39,50,78.0,70.1 - 80%,,,,,
2017,Reading,11,7038,Wilton Comm School District,40,53,75.5,70.1 - 80%,,,,,
2017,Reading,4,2988,Hinton Comm School District,62,67,92.5,90.1 - 100%,,,,,
2017,Reading,6,5976,Shenandoah Comm School District,49,57,86.0,80.1 - 90%,,,,,
2017,Math,11,4572,Murray Comm School District,19,20,95.0,90.1 - 100%,,,,,
2017,Reading,4,6615,Van Meter Comm School District,51,62,82.3,80.1 - 90%,,,,,
2017,Reading,7,6096,Southeast Webster Grand Comm School District,61,89,68.5,60.1 - 70%,,,,,
2017,Reading,5,1211,Clarke Comm School District,63,104,60.6,60.1 - 70%,,,,,
2017,Reading,11,4869,Oelwein Comm School District,50,63,79.4,70.1 - 80%,,,,,
2017,Math,3,6700,Waco Comm School District,24,37,64.9,60.1 - 70%,,,,,
2017,Math,8,2403,Garner-Hayfield-Ventura Comm School District,53,70,75.7,70.1 - 80%,,,,,
2017,Math,6,7110,Woodward-Granger Comm School District,53,56,94.6,90.1 - 100%,,,,,
2017,Reading,3,1972,Eastern Allamakee Comm School District,20,24,83.3,80.1 - 90%,,,,,
2017,Math,7,3942,Madrid Comm School District,35,41,85.4,80.1 - 90%,,,,,
2017,Math,3,6138,Springville Comm School District,19,22,86.4,80.1 - 90%,,,,,
2017,Math,5,4527,Mount Ayr Comm School District,35,40,87.5,80.1 - 90%,,,,,
2017,Reading,11,4356,Missouri Valley Comm School District,56,71,78.9,70.1 - 80%,,,,,
2017,Math,5,6983,West Lyon Comm School District,55,65,84.6,80.1 - 90%,,,,,
2017,Math,8,3060,Humboldt Comm School District,84,106,79.2,70.1 - 80%,,,,,
2017,Reading,4,3348,Kingsley-Pierson Comm School District,26,28,92.9,90.1 - 100%,,,,,
2017,Reading,5,3691,North Cedar Comm School District,41,50,82.0,80.1 - 90%,,,,,
2017,Math,6,4023,Manson Northwest Webster Comm School District,45,51,88.2,80.1 - 90%,,,,,
2017,Math,8,5121,Panorama Comm School District,51,63,81.0,80.1 - 90%,,,,,
2017,Reading,5,6003,Sidney Comm School District,15,20,75.0,70.1 - 80%,,,,,
2017,Math,4,1095,Central Lyon Comm School District,50,59,84.7,80.1 - 90%,,,,,
2017,Reading,4,4536,Mount Pleasant Comm School District,96,135,71.1,70.1 - 80%,,,,,
2017,Reading,7,6651,Villisca Comm School District,32,47,68.1,60.1 - 70%,,,,,
2017,Math,8,2766,H-L-V Comm School District,20,24,83.3,80.1 - 90%,,,,,
2017,Reading,3,0243,Andrew Comm School District,18,20,90.0,80.1 - 90%,,,,,
2017,Reading,8,3168,IKM-Manning Comm School District,32,45,71.1,70.1 - 80%,,,,,
2017,Math,7,6471,Tripoli Comm School District,18,22,81.8,80.1 - 90%,,,,,
2017,Math,11,5949,Sheldon Comm School District,71,84,84.5,80.1 - 90%,,,,,
2017,Reading,4,1044,Cedar Falls Comm School District,354,416,85.1,80.1 - 90%,,,,,
2017,Math,6,3330,Keota Comm School District,15,18,83.3,80.1 - 90%,,,,,
2017,Reading,5,0549,Bedford Comm School District,37,40,92.5,90.1 - 100%,,,,,
2017,Math,5,6822,Waukee Comm School District,675,737,91.6,90.1 - 100%,,,,,
2017,Math,4,2682,GMG Comm School District,35,39,89.7,80.1 - 90%,,,,,
2017,Reading,7,0081,Albia Comm School District,74,93,79.6,70.1 - 80%,,,,,
